ParticipantID,Concept,Transformation,Variation,Task,Score,ReactionTime
2,Rotation,2DRotation180,28,Within Domain,1,7356
2,Rotation,2DRotation180,28,Extrapolation,1,4394
2,Color,ColourGrey,8,Cross Domain,1,1617
2,Color,ColourGrey,8,Within Domain,1,1618
2,Color,ColourGrey,8,Extrapolation,1,6208
2,Number,Countingx3,8,Cross Domain,1,3710
2,Number,Countingx3,8,Within Domain,1,2428
2,Number,Countingx3,8,Extrapolation,1,2383
2,Rotation,2DRotation-90,40,Cross Domain,1,2106
2,Rotation,2DRotation-90,40,Within Domain,1,3493
2,Rotation,2DRotation-90,40,Extrapolation,1,3981
2,Color,ColourGreen,36,Cross Domain,1,2106
2,Color,ColourGreen,36,Within Domain,1,1843
2,Color,ColourGreen,36,Extrapolation,1,1220
2,Color,ColourBlue,33,Cross Domain,1,2908
2,Color,ColourBlue,33,Within Domain,1,2510
2,Color,ColourBlue,33,Extrapolation,1,2233
2,Color,ColourYellow,16,Cross Domain,1,4296
2,Color,ColourYellow,16,Within Domain,1,1558
2,Color,ColourYellow,16,Extrapolation,1,2518
2,Reflection,ReflectXY,28,Cross Domain,1,2584
2,Reflection,ReflectXY,28,Within Domain,1,1588
2,Reflection,ReflectXY,28,Extrapolation,1,1963
2,Reflection,ReflectX,8,Cross Domain,1,1820
2,Reflection,ReflectX,8,Within Domain,1,1512
2,Reflection,ReflectX,8,Extrapolation,1,8368
2,Color,ColourRed,35,Cross Domain,1,2067
2,Color,ColourRed,35,Within Domain,1,2015
2,Color,ColourRed,35,Extrapolation,1,1978
2,Reflection,ReflectY,12,Cross Domain,1,4805
2,Reflection,ReflectY,12,Within Domain,1,1318
2,Reflection,ReflectY,12,Extrapolation,1,2075
2,Size,Resize2XY,30,Cross Domain,1,1234
2,Size,Resize2XY,30,Within Domain,1,1497
2,Size,Resize2XY,30,Extrapolation,1,1311
2,Size,Resize2Y,8,Cross Domain,1,2622
2,Size,Resize2Y,8,Within Domain,1,1729
2,Size,Resize2Y,8,Extrapolation,1,4108
20,Number,Counting-2,14,Cross Domain,1,6345
20,Number,Counting-2,14,Within Domain,1,4137
20,Number,Counting-2,14,Extrapolation,1,8669
20,Number,Countingx3,12,Cross Domain,1,6643
20,Number,Countingx3,12,Within Domain,1,6457
20,Number,Countingx3,12,Extrapolation,1,6577
20,Rotation,2DRotation180,46,Cross Domain,1,3950
20,Rotation,2DRotation180,46,Within Domain,1,5587
20,Rotation,2DRotation180,46,Extrapolation,1,5657
20,Number,Countingd2,38,Cross Domain,1,4840
20,Number,Countingd2,38,Within Domain,0,1905
20,Number,Countingd2,38,Extrapolation,1,10864
20,Color,ColourGreen,33,Cross Domain,1,6641
20,Color,ColourGreen,33,Within Domain,1,1632
20,Color,ColourGreen,33,Extrapolation,1,3052
20,Color,ColourYellow,18,Cross Domain,1,3804
20,Color,ColourYellow,18,Within Domain,1,2223
20,Color,ColourYellow,18,Extrapolation,1,8184
20,Size,Resize2X,4,Cross Domain,0,7256
20,Size,Resize2X,4,Extrapolation,1,12258
20,Color,ColourRed,11,Cross Domain,1,3181
20,Color,ColourRed,11,Within Domain,1,1007
20,Color,ColourRed,11,Extrapolation,1,4208
20,Size,Resize2Y,29,Cross Domain,1,5335
20,Size,Resize2Y,29,Within Domain,1,1865
20,Size,Resize2Y,29,Extrapolation,1,6346
20,Number,Counting+1,47,Cross Domain,1,12548
20,Number,Counting+1,47,Within Domain,1,2099
20,Number,Counting+1,47,Extrapolation,1,3780
20,Rotation,2DRotation-135,17,Cross Domain,1,4038
20,Rotation,2DRotation-135,17,Within Domain,0,3636
20,Rotation,2DRotation-135,17,Extrapolation,1,6565
20,Reflection,ReflectXY,2,Cross Domain,1,4522
20,Reflection,ReflectXY,2,Within Domain,1,10746
20,Reflection,ReflectXY,2,Extrapolation,0,7051
20,Reflection,ReflectX,42,Cross Domain,1,8508
20,Reflection,ReflectX,42,Within Domain,1,1775
20,Reflection,ReflectX,42,Extrapolation,1,5656
20,Rotation,2DRotation+90,42,Cross Domain,1,3634
20,Rotation,2DRotation+90,42,Within Domain,1,1297
20,Rotation,2DRotation+90,42,Extrapolation,1,3553
20,Color,ColourBlue,12,Cross Domain,1,2511
20,Color,ColourBlue,12,Within Domain,1,877
20,Color,ColourBlue,12,Extrapolation,1,4258
20,Color,ColourGrey,35,Cross Domain,1,3736
20,Color,ColourGrey,35,Within Domain,1,1106
20,Color,ColourGrey,35,Extrapolation,1,2690
20,Size,Resize0.5XY,4,Cross Domain,1,4248
20,Size,Resize0.5XY,4,Within Domain,0,1209
20,Size,Resize0.5XY,4,Extrapolation,1,7673
20,Rotation,2DRotation-45,28,Cross Domain,1,5323
20,Rotation,2DRotation-45,28,Within Domain,1,2008
20,Rotation,2DRotation-45,28,Extrapolation,1,2252
20,Reflection,ReflectY,22,Cross Domain,1,2988
20,Reflection,ReflectY,22,Within Domain,1,1566
20,Reflection,ReflectY,22,Extrapolation,1,2000
21,Color,ColourRed,22,Cross Domain,1,3228
21,Color,ColourRed,22,Within Domain,1,2678
21,Color,ColourRed,22,Extrapolation,1,4520
21,Size,Resize2Y,23,Cross Domain,1,2977
21,Size,Resize2Y,23,Within Domain,1,2793
21,Size,Resize2Y,23,Extrapolation,1,3869
21,Rotation,2DRotation-135,26,Cross Domain,1,2932
21,Rotation,2DRotation-135,26,Within Domain,1,7240
21,Rotation,2DRotation-135,26,Extrapolation,1,7419
21,Color,ColourGrey,31,Cross Domain,1,3306
21,Color,ColourGrey,31,Within Domain,1,1585
22,Color,ColourRed,35,Cross Domain,1,6137
22,Color,ColourRed,35,Within Domain,1,4792
22,Color,ColourRed,35,Extrapolation,1,10410
22,Size,Resize0.5Y,37,Cross Domain,1,4601
22,Size,Resize0.5Y,37,Within Domain,1,2155
22,Size,Resize0.5Y,37,Extrapolation,1,2306
22,Number,Countingx2,14,Cross Domain,1,6048
22,Number,Countingx2,14,Within Domain,1,2044
22,Number,Countingx2,14,Extrapolation,1,3079
22,Rotation,2DRotation-45,49,Cross Domain,1,6859
22,Rotation,2DRotation-45,49,Within Domain,1,7065
22,Rotation,2DRotation-45,49,Extrapolation,1,6859
22,Rotation,2DRotation-90,16,Cross Domain,1,4136
22,Rotation,2DRotation-90,16,Within Domain,1,4228
22,Rotation,2DRotation-90,16,Extrapolation,1,2789
22,Color,ColourBlue,25,Cross Domain,1,2822
22,Color,ColourBlue,25,Within Domain,1,3753
22,Color,ColourBlue,25,Extrapolation,1,1777
22,Size,Resize0.5XY,7,Cross Domain,1,2044
22,Size,Resize0.5XY,7,Within Domain,1,2177
22,Size,Resize0.5XY,7,Extrapolation,1,3014
22,Color,ColourGreen,37,Cross Domain,1,3336
22,Color,ColourGreen,37,Within Domain,1,2787
22,Color,ColourGreen,37,Extrapolation,1,1595
22,Reflection,ReflectXY,4,Cross Domain,1,2897
22,Reflection,ReflectXY,4,Within Domain,1,4586
22,Reflection,ReflectXY,4,Extrapolation,1,5643
22,Number,Counting+1,22,Cross Domain,1,2515
22,Number,Counting+1,22,Within Domain,1,1728
22,Number,Counting+1,22,Extrapolation,1,2899
22,Size,Resize0.5X,18,Cross Domain,1,2676
22,Size,Resize0.5X,18,Within Domain,1,1368
22,Size,Resize0.5X,18,Extrapolation,1,2070
22,Rotation,2DRotation-135,41,Cross Domain,1,2607
22,Rotation,2DRotation-135,41,Within Domain,1,5555
22,Rotation,2DRotation-135,41,Extrapolation,1,3243
22,Number,Counting+2,37,Cross Domain,1,2449
22,Number,Counting+2,37,Within Domain,1,2336
22,Number,Counting+2,37,Extrapolation,1,2067
22,Reflection,ReflectY,16,Cross Domain,1,3506
22,Reflection,ReflectY,16,Within Domain,1,3103
22,Reflection,ReflectY,16,Extrapolation,1,2829
22,Rotation,2DRotation180,33,Cross Domain,1,3052
22,Rotation,2DRotation180,33,Within Domain,1,5354
22,Rotation,2DRotation180,33,Extrapolation,1,3331
22,Reflection,ReflectX,16,Cross Domain,1,5330
22,Reflection,ReflectX,16,Within Domain,1,9538
22,Reflection,ReflectX,16,Extrapolation,1,1500
22,Color,ColourYellow,0,Cross Domain,1,2539
22,Color,ColourYellow,0,Within Domain,1,1189
22,Color,ColourYellow,0,Extrapolation,1,1234
22,Number,Countingx3,34,Cross Domain,1,2589
22,Number,Countingx3,34,Within Domain,1,4922
22,Number,Countingx3,34,Extrapolation,1,2030
22,Color,ColourGrey,8,Cross Domain,1,2144
22,Color,ColourGrey,8,Within Domain,1,1413
22,Color,ColourGrey,8,Extrapolation,1,1188
23,Reflection,ReflectY,12,Cross Domain,1,6114
23,Reflection,ReflectY,12,Within Domain,1,4146
23,Reflection,ReflectY,12,Extrapolation,1,5812
23,Rotation,2DRotation-135,45,Cross Domain,1,9913
23,Rotation,2DRotation-135,45,Within Domain,0,10680
23,Rotation,2DRotation-135,45,Extrapolation,1,12457
23,Reflection,ReflectX,18,Cross Domain,1,6893
23,Reflection,ReflectX,18,Within Domain,1,1546
23,Reflection,ReflectX,18,Extrapolation,1,7965
23,Color,ColourBlue,33,Cross Domain,1,2370
23,Color,ColourBlue,33,Within Domain,1,1792
23,Color,ColourBlue,33,Extrapolation,1,4085
23,Color,ColourGrey,41,Cross Domain,1,3006
23,Color,ColourGrey,41,Within Domain,1,1726
23,Color,ColourGrey,41,Extrapolation,1,1490
23,Reflection,ReflectXY,32,Cross Domain,1,4124
23,Reflection,ReflectXY,32,Within Domain,1,2433
23,Reflection,ReflectXY,32,Extrapolation,1,11072
23,Number,Countingx2,6,Cross Domain,1,5188
23,Number,Countingx2,6,Within Domain,1,3208
23,Number,Countingx2,6,Extrapolation,1,4574
23,Size,Resize2Y,18,Cross Domain,1,4341
23,Size,Resize2Y,18,Within Domain,1,12017
23,Size,Resize2Y,18,Extrapolation,1,11556
23,Color,ColourRed,25,Cross Domain,1,2023
23,Color,ColourRed,25,Within Domain,1,2295
23,Color,ColourRed,25,Extrapolation,1,1681
23,Rotation,2DRotation+45,46,Cross Domain,1,2465
23,Rotation,2DRotation+45,46,Within Domain,1,5144
23,Rotation,2DRotation+45,46,Extrapolation,1,11720
23,Size,Resize0.5X,17,Cross Domain,1,3516
23,Size,Resize0.5X,17,Within Domain,1,6753
23,Size,Resize0.5X,17,Extrapolation,1,5570
23,Number,Counting+1,49,Cross Domain,1,3865
23,Number,Counting+1,49,Within Domain,1,2415
23,Number,Counting+1,49,Extrapolation,1,3891
23,Color,ColourGreen,44,Cross Domain,1,4522
23,Color,ColourGreen,44,Within Domain,1,847
23,Color,ColourGreen,44,Extrapolation,1,1634
23,Color,ColourYellow,15,Cross Domain,1,3368
23,Color,ColourYellow,15,Within Domain,1,1473
23,Color,ColourYellow,15,Extrapolation,1,1271
23,Rotation,2DRotation-90,18,Cross Domain,1,3218
23,Rotation,2DRotation-90,18,Within Domain,1,8586
23,Rotation,2DRotation-90,18,Extrapolation,1,7666
23,Number,Counting-2,14,Cross Domain,1,3239
23,Number,Counting-2,14,Within Domain,1,1285
23,Number,Counting-2,14,Extrapolation,1,3447
23,Rotation,2DRotation180,5,Cross Domain,1,3206
23,Rotation,2DRotation180,5,Within Domain,1,1248
23,Rotation,2DRotation180,5,Extrapolation,1,3190
23,Number,Countingd3,31,Cross Domain,1,2881
23,Number,Countingd3,31,Within Domain,1,6505
23,Number,Countingd3,31,Extrapolation,1,4963
23,Size,Resize0.5XY,9,Cross Domain,1,1615
23,Size,Resize0.5XY,9,Within Domain,1,1075
23,Size,Resize0.5XY,9,Extrapolation,1,1866
24,Rotation,2DRotation+45,5,Cross Domain,1,6791
24,Rotation,2DRotation+45,5,Within Domain,1,7309
24,Rotation,2DRotation+45,5,Extrapolation,0,18487
24,Color,ColourYellow,31,Cross Domain,1,4739
24,Color,ColourYellow,31,Within Domain,1,3230
24,Color,ColourYellow,31,Extrapolation,1,16410
24,Size,Resize2X,11,Cross Domain,1,3197
24,Size,Resize2X,11,Within Domain,1,1466
24,Size,Resize2X,11,Extrapolation,1,6893
24,Number,Counting-1,19,Cross Domain,1,4116
24,Number,Counting-1,19,Within Domain,1,1638
24,Number,Counting-1,19,Extrapolation,1,4977
24,Color,ColourGrey,9,Cross Domain,1,3486
24,Color,ColourGrey,9,Within Domain,1,1917
24,Color,ColourGrey,9,Extrapolation,1,3059
24,Rotation,2DRotation+135,8,Cross Domain,1,2079
24,Rotation,2DRotation+135,8,Within Domain,1,24040
24,Rotation,2DRotation+135,8,Extrapolation,1,10385
24,Size,Resize0.5XY,7,Cross Domain,1,1775
24,Size,Resize0.5XY,7,Within Domain,1,1273
24,Size,Resize0.5XY,7,Extrapolation,1,1885
24,Rotation,2DRotation+90,24,Cross Domain,1,1868
24,Rotation,2DRotation+90,24,Within Domain,1,6456
24,Rotation,2DRotation+90,24,Extrapolation,1,3695
24,Color,ColourGreen,7,Cross Domain,1,2170
24,Color,ColourGreen,7,Within Domain,1,985
24,Color,ColourGreen,7,Extrapolation,1,2181
24,Color,ColourBlue,25,Cross Domain,1,2024
24,Color,ColourBlue,25,Within Domain,1,952
24,Color,ColourBlue,25,Extrapolation,1,1581
24,Reflection,ReflectXY,13,Cross Domain,1,1855
24,Reflection,ReflectXY,13,Within Domain,1,9260
24,Reflection,ReflectXY,13,Extrapolation,1,6229
24,Color,ColourRed,0,Cross Domain,1,2008
24,Color,ColourRed,0,Within Domain,1,1489
24,Color,ColourRed,0,Extrapolation,1,1101
24,Size,Resize0.5Y,27,Cross Domain,1,8397
24,Size,Resize0.5Y,27,Within Domain,0,1217
24,Size,Resize0.5Y,27,Extrapolation,1,4148
24,Reflection,ReflectX,38,Cross Domain,1,2453
24,Reflection,ReflectX,38,Within Domain,1,10013
24,Reflection,ReflectX,38,Extrapolation,1,8864
24,Rotation,2DRotation180,40,Cross Domain,1,2080
24,Rotation,2DRotation180,40,Within Domain,1,7517
24,Rotation,2DRotation180,40,Extrapolation,0,9156
24,Reflection,ReflectY,42,Cross Domain,1,2824
24,Reflection,ReflectY,42,Within Domain,1,8116
24,Reflection,ReflectY,42,Extrapolation,1,4209
24,Number,Countingd3,6,Cross Domain,1,2544
24,Number,Countingd3,6,Within Domain,1,3928
24,Number,Countingd3,6,Extrapolation,1,3680
24,Number,Counting+2,38,Cross Domain,1,3166
24,Number,Counting+2,38,Within Domain,1,1464
24,Number,Counting+2,38,Extrapolation,1,2807
24,Number,Countingd2,9,Cross Domain,1,2622
24,Number,Countingd2,9,Within Domain,1,1271
24,Number,Countingd2,9,Extrapolation,1,7640
25,Size,Resize2Y,30,Cross Domain,1,8554
25,Size,Resize2Y,30,Within Domain,1,5505
25,Size,Resize2Y,30,Extrapolation,1,13250
25,Color,ColourBlue,36,Cross Domain,1,5200
25,Color,ColourBlue,36,Within Domain,1,7286
25,Color,ColourBlue,36,Extrapolation,1,4877
25,Color,ColourRed,45,Cross Domain,1,4525
25,Color,ColourRed,45,Within Domain,1,2769
25,Color,ColourRed,45,Extrapolation,1,9502
25,Color,ColourGrey,18,Cross Domain,1,6023
25,Color,ColourGrey,18,Within Domain,1,1959
25,Color,ColourGrey,18,Extrapolation,1,3281
25,Number,Counting+2,44,Cross Domain,1,5227
25,Number,Counting+2,44,Within Domain,1,3222
25,Number,Counting+2,44,Extrapolation,1,3973
25,Rotation,2DRotation-90,5,Cross Domain,1,3939
25,Rotation,2DRotation-90,5,Within Domain,1,10912
25,Rotation,2DRotation-90,5,Extrapolation,1,3823
25,Rotation,2DRotation-45,45,Cross Domain,1,6700
25,Rotation,2DRotation-45,45,Within Domain,1,10842
25,Rotation,2DRotation-45,45,Extrapolation,1,4627
25,Number,Countingd2,47,Cross Domain,1,5597
25,Number,Countingd2,47,Within Domain,1,5140
25,Number,Countingd2,47,Extrapolation,1,5547
25,Number,Countingd3,6,Cross Domain,1,8227
25,Number,Countingd3,6,Within Domain,1,7967
25,Number,Countingd3,6,Extrapolation,1,3580
25,Size,Resize0.5XY,38,Cross Domain,1,3976
25,Size,Resize0.5XY,38,Within Domain,1,3867
25,Size,Resize0.5XY,38,Extrapolation,1,3762
25,Reflection,ReflectXY,2,Cross Domain,1,5291
25,Reflection,ReflectXY,2,Within Domain,1,15186
25,Reflection,ReflectXY,2,Extrapolation,1,22229
25,Size,Resize2X,45,Cross Domain,1,3258
25,Size,Resize2X,45,Within Domain,1,3665
25,Size,Resize2X,45,Extrapolation,1,4319
25,Reflection,ReflectX,31,Cross Domain,1,3875
25,Reflection,ReflectX,31,Within Domain,1,5321
25,Reflection,ReflectX,31,Extrapolation,1,4483
25,Color,ColourYellow,5,Cross Domain,1,2300
25,Color,ColourYellow,5,Within Domain,1,3252
25,Color,ColourYellow,5,Extrapolation,1,5639
25,Number,Counting+1,11,Cross Domain,1,19602
25,Number,Counting+1,11,Within Domain,1,2923
25,Number,Counting+1,11,Extrapolation,1,15700
25,Reflection,ReflectY,43,Cross Domain,1,2467
25,Reflection,ReflectY,43,Within Domain,1,3739
25,Reflection,ReflectY,43,Extrapolation,1,5847
25,Rotation,2DRotation+135,36,Cross Domain,1,1796
25,Rotation,2DRotation+135,36,Within Domain,0,8986
25,Rotation,2DRotation+135,36,Extrapolation,1,5793
25,Rotation,2DRotation180,5,Cross Domain,1,4393
25,Rotation,2DRotation180,5,Within Domain,1,3896
25,Rotation,2DRotation180,5,Extrapolation,1,2709
25,Color,ColourGreen,38,Cross Domain,1,3006
25,Color,ColourGreen,38,Within Domain,1,2085
25,Color,ColourGreen,38,Extrapolation,1,2176
26,Color,ColourGrey,37,Cross Domain,1,8248
26,Color,ColourGrey,37,Within Domain,1,5178
26,Color,ColourGrey,37,Extrapolation,1,3616
26,Number,Countingd2,31,Cross Domain,1,5261
26,Number,Countingd2,31,Within Domain,1,2478
26,Number,Countingd2,31,Extrapolation,1,7882
26,Reflection,ReflectX,20,Cross Domain,1,5457
26,Reflection,ReflectX,20,Within Domain,1,6183
26,Reflection,ReflectX,20,Extrapolation,0,18221
26,Number,Counting+2,37,Cross Domain,1,6197
26,Number,Counting+2,37,Within Domain,1,7878
26,Number,Counting+2,37,Extrapolation,1,9053
26,Size,Resize0.5X,7,Cross Domain,1,25743
26,Size,Resize0.5X,7,Within Domain,1,3965
26,Size,Resize0.5X,7,Extrapolation,1,5997
26,Color,ColourYellow,45,Cross Domain,1,3974
26,Color,ColourYellow,45,Within Domain,1,4272
26,Color,ColourYellow,45,Extrapolation,1,10509
26,Rotation,2DRotation-135,14,Cross Domain,1,3730
26,Rotation,2DRotation-135,14,Within Domain,1,15047
26,Rotation,2DRotation-135,14,Extrapolation,1,12108
26,Reflection,ReflectXY,48,Cross Domain,1,3822
26,Reflection,ReflectXY,48,Within Domain,1,8691
26,Reflection,ReflectXY,48,Extrapolation,1,9666
26,Number,Counting+1,29,Cross Domain,1,4003
26,Number,Counting+1,29,Within Domain,1,2936
26,Number,Counting+1,29,Extrapolation,1,4272
26,Color,ColourBlue,46,Cross Domain,1,11074
26,Color,ColourBlue,46,Within Domain,1,2657
26,Color,ColourBlue,46,Extrapolation,1,6952
26,Rotation,2DRotation180,39,Cross Domain,1,4189
26,Rotation,2DRotation180,39,Within Domain,0,5412
26,Rotation,2DRotation180,39,Extrapolation,1,9398
26,Rotation,2DRotation+90,10,Cross Domain,1,2373
26,Rotation,2DRotation+90,10,Within Domain,0,14165
26,Rotation,2DRotation+90,10,Extrapolation,1,7282
26,Color,ColourGreen,31,Cross Domain,1,2575
26,Color,ColourGreen,31,Within Domain,1,2900
26,Color,ColourGreen,31,Extrapolation,1,3639
26,Number,Countingd3,16,Cross Domain,1,4130
26,Number,Countingd3,16,Within Domain,1,5256
26,Number,Countingd3,16,Extrapolation,1,5247
26,Size,Resize0.5Y,37,Cross Domain,1,4417
26,Size,Resize0.5Y,37,Within Domain,1,1939
26,Size,Resize0.5Y,37,Extrapolation,1,4052
26,Reflection,ReflectY,2,Cross Domain,1,15561
26,Reflection,ReflectY,2,Within Domain,1,2666
26,Reflection,ReflectY,2,Extrapolation,1,7121
26,Color,ColourRed,17,Cross Domain,1,1870
26,Color,ColourRed,17,Within Domain,1,1923
26,Color,ColourRed,17,Extrapolation,1,3038
26,Size,Resize0.5XY,22,Cross Domain,1,2225
26,Size,Resize0.5XY,22,Within Domain,1,2009
26,Size,Resize0.5XY,22,Extrapolation,1,3237
26,Rotation,2DRotation+45,19,Cross Domain,1,3263
26,Rotation,2DRotation+45,19,Within Domain,1,5692
26,Rotation,2DRotation+45,19,Extrapolation,1,7623
27,Number,Countingx3,40,Cross Domain,1,7689
27,Number,Countingx3,40,Within Domain,1,10991
27,Number,Countingx3,40,Extrapolation,1,2970
27,Color,ColourBlue,0,Cross Domain,1,3684
27,Color,ColourBlue,0,Within Domain,1,3303
27,Color,ColourBlue,0,Extrapolation,1,7249
27,Size,Resize2XY,9,Cross Domain,1,8566
27,Size,Resize2XY,9,Within Domain,1,2993
27,Size,Resize2XY,9,Extrapolation,1,3456
27,Number,Counting-1,34,Cross Domain,1,4976
27,Number,Counting-1,34,Within Domain,1,2294
27,Number,Counting-1,34,Extrapolation,1,4578
27,Number,Countingx2,40,Cross Domain,1,3247
27,Number,Countingx2,40,Within Domain,1,1713
27,Number,Countingx2,40,Extrapolation,1,2979
27,Reflection,ReflectX,36,Cross Domain,1,4516
27,Reflection,ReflectX,36,Within Domain,1,4117
27,Reflection,ReflectX,36,Extrapolation,0,14300
27,Color,ColourGreen,17,Cross Domain,1,2516
27,Color,ColourGreen,17,Within Domain,1,2069
27,Color,ColourGreen,17,Extrapolation,1,3179
27,Color,ColourGrey,5,Cross Domain,1,5273
27,Color,ColourGrey,5,Within Domain,1,2419
27,Color,ColourGrey,5,Extrapolation,1,1859
27,Size,Resize2X,47,Cross Domain,1,7556
27,Size,Resize2X,47,Within Domain,1,1728
27,Size,Resize2X,47,Extrapolation,1,3375
27,Reflection,ReflectXY,0,Cross Domain,1,2509
27,Reflection,ReflectXY,0,Within Domain,1,6824
27,Reflection,ReflectXY,0,Extrapolation,1,3530
27,Rotation,2DRotation-135,23,Cross Domain,1,2887
27,Rotation,2DRotation-135,23,Within Domain,1,14802
27,Rotation,2DRotation-135,23,Extrapolation,1,9920
27,Rotation,2DRotation-90,33,Cross Domain,1,5351
27,Rotation,2DRotation-90,33,Within Domain,1,3095
27,Rotation,2DRotation-90,33,Extrapolation,1,11571
27,Number,Counting+2,33,Cross Domain,1,5703
27,Number,Counting+2,33,Within Domain,1,2189
27,Number,Counting+2,33,Extrapolation,1,3740
27,Rotation,2DRotation-45,30,Cross Domain,1,6239
27,Rotation,2DRotation-45,30,Within Domain,1,4039
27,Rotation,2DRotation-45,30,Extrapolation,1,6564
27,Rotation,2DRotation180,18,Cross Domain,1,4144
27,Rotation,2DRotation180,18,Within Domain,1,3450
27,Rotation,2DRotation180,18,Extrapolation,1,4038
27,Reflection,ReflectY,38,Cross Domain,1,8501
27,Reflection,ReflectY,38,Within Domain,1,3262
27,Reflection,ReflectY,38,Extrapolation,1,2875
27,Size,Resize0.5Y,6,Cross Domain,1,1935
27,Size,Resize0.5Y,6,Within Domain,1,2533
27,Size,Resize0.5Y,6,Extrapolation,1,2094
27,Color,ColourYellow,26,Cross Domain,1,1960
27,Color,ColourYellow,26,Within Domain,1,1375
27,Color,ColourYellow,26,Extrapolation,1,1678
27,Color,ColourRed,39,Cross Domain,1,2299
27,Color,ColourRed,39,Within Domain,1,890
27,Color,ColourRed,39,Extrapolation,1,1357
28,Number,Countingx2,21,Cross Domain,1,6106
28,Number,Countingx2,21,Within Domain,1,6518
28,Number,Countingx2,21,Extrapolation,1,10168
28,Color,ColourGrey,4,Cross Domain,1,4624
28,Color,ColourGrey,4,Within Domain,1,2511
28,Color,ColourGrey,4,Extrapolation,1,4025
28,Size,Resize2X,46,Cross Domain,1,5076
28,Size,Resize2X,46,Within Domain,1,2056
28,Size,Resize2X,46,Extrapolation,1,4807
28,Size,Resize2Y,13,Cross Domain,1,2347
28,Size,Resize2Y,13,Within Domain,1,2454
28,Size,Resize2Y,13,Extrapolation,1,2738
28,Reflection,ReflectX,15,Cross Domain,1,3837
28,Reflection,ReflectX,15,Within Domain,1,4402
28,Reflection,ReflectX,15,Extrapolation,1,6125
28,Color,ColourGreen,24,Cross Domain,1,2182
28,Color,ColourGreen,24,Within Domain,1,2374
28,Color,ColourGreen,24,Extrapolation,1,3022
28,Color,ColourRed,5,Cross Domain,1,3496
28,Color,ColourRed,5,Within Domain,1,2827
28,Color,ColourRed,5,Extrapolation,1,2173
28,Number,Counting-2,46,Cross Domain,1,7235
28,Number,Counting-2,46,Within Domain,1,3274
28,Number,Counting-2,46,Extrapolation,1,7825
28,Reflection,ReflectY,16,Cross Domain,1,6721
28,Reflection,ReflectY,16,Within Domain,1,1949
28,Reflection,ReflectY,16,Extrapolation,1,4523
28,Rotation,2DRotation180,42,Cross Domain,1,3351
28,Rotation,2DRotation180,42,Within Domain,1,12376
28,Rotation,2DRotation180,42,Extrapolation,1,4368
28,Color,ColourYellow,38,Cross Domain,1,5809
28,Color,ColourYellow,38,Within Domain,1,1683
28,Color,ColourYellow,38,Extrapolation,1,6364
28,Rotation,2DRotation-90,45,Cross Domain,1,66249
28,Rotation,2DRotation-90,45,Within Domain,1,17037
28,Rotation,2DRotation-90,45,Extrapolation,1,6929
28,Number,Counting+1,13,Cross Domain,1,2471
28,Number,Counting+1,13,Within Domain,1,2149
28,Number,Counting+1,13,Extrapolation,1,4313
28,Size,Resize0.5XY,40,Cross Domain,1,2196
28,Size,Resize0.5XY,40,Within Domain,1,1261
28,Size,Resize0.5XY,40,Extrapolation,1,2504
28,Reflection,ReflectXY,21,Cross Domain,1,3632
28,Reflection,ReflectXY,21,Within Domain,1,9402
28,Reflection,ReflectXY,21,Extrapolation,0,6929
28,Rotation,2DRotation-45,33,Cross Domain,1,13962
28,Rotation,2DRotation-45,33,Within Domain,1,5190
28,Rotation,2DRotation-45,33,Extrapolation,1,12614
28,Color,ColourBlue,13,Cross Domain,1,3554
28,Color,ColourBlue,13,Within Domain,1,1447
28,Color,ColourBlue,13,Extrapolation,1,3281
28,Rotation,2DRotation+135,17,Cross Domain,1,19443
28,Rotation,2DRotation+135,17,Within Domain,1,3438
28,Rotation,2DRotation+135,17,Extrapolation,1,15434
28,Number,Countingx3,31,Cross Domain,1,3522
28,Number,Countingx3,31,Within Domain,1,5847
28,Number,Countingx3,31,Extrapolation,1,7545
29,Rotation,2DRotation-135,5,Cross Domain,1,8121
29,Rotation,2DRotation-135,5,Within Domain,1,7751
29,Rotation,2DRotation-135,5,Extrapolation,1,7543
29,Size,Resize2XY,36,Cross Domain,1,3605
29,Size,Resize2XY,36,Within Domain,1,3638
29,Size,Resize2XY,36,Extrapolation,1,3317
29,Size,Resize0.5Y,19,Cross Domain,1,3751
29,Size,Resize0.5Y,19,Within Domain,1,5438
29,Size,Resize0.5Y,19,Extrapolation,1,2959
29,Number,Counting+2,42,Cross Domain,1,5363
29,Number,Counting+2,42,Within Domain,1,2561
29,Number,Counting+2,42,Extrapolation,1,23764
29,Reflection,ReflectXY,3,Cross Domain,1,3491
29,Reflection,ReflectXY,3,Within Domain,1,5751
29,Reflection,ReflectXY,3,Extrapolation,1,7860
29,Number,Countingd3,19,Cross Domain,1,3499
29,Number,Countingd3,19,Within Domain,1,7334
29,Number,Countingd3,19,Extrapolation,1,3428
29,Color,ColourBlue,9,Cross Domain,1,1944
29,Color,ColourBlue,9,Within Domain,1,1709
29,Color,ColourBlue,9,Extrapolation,0,7889
29,Color,ColourYellow,26,Cross Domain,1,2901
29,Color,ColourYellow,26,Within Domain,1,1653
29,Color,ColourYellow,26,Extrapolation,1,4317
29,Size,Resize2X,35,Cross Domain,1,2899
29,Size,Resize2X,35,Within Domain,1,4545
29,Size,Resize2X,35,Extrapolation,1,5565
